user_id,recency,frequency,monetary,segment,color
2184,166,1,32.65,New Customers,#7F77DD
2185,274,1,98.58,New Customers,#7F77DD
2186,106,4,653.74,At-Risk,#BA7517
2187,245,2,467.31,New Customers,#7F77DD
2188,79,4,867.44,At-Risk,#BA7517
2189,171,6,1298.16,New Customers,#7F77DD
2190,83,2,295.15999999999997,At-Risk,#BA7517
2191,59,14,2594.64,At-Risk,#BA7517
2192,217,3,808.35,New Customers,#7F77DD
2193,52,2,294.46000000000004,At-Risk,#BA7517
2194,270,1,273.77,New Customers,#7F77DD
2195,161,1,476.24,New Customers,#7F77DD
2197,27,3,1099.6399999999999,At-Risk,#BA7517
2198,185,1,92.53,New Customers,#7F77DD
2199,60,3,280.40999999999997,At-Risk,#BA7517
2200,53,4,412.59000000000003,At-Risk,#BA7517
2201,29,4,711.41,At-Risk,#BA7517
2203,71,2,227.07,At-Risk,#BA7517
2204,173,2,307.81,New Customers,#7F77DD
2205,30,2,222.42000000000002,At-Risk,#BA7517
2206,127,1,224.75,At-Risk,#BA7517
2207,193,3,541.35,New Customers,#7F77DD
2208,173,3,974.8,New Customers,#7F77DD
2209,182,1,308.02,New Customers,#7F77DD
2210,102,5,523.83,At-Risk,#BA7517
2211,115,3,727.46,At-Risk,#BA7517
2213,37,6,695.4300000000001,At-Risk,#BA7517
2214,99,6,1386.27,At-Risk,#BA7517
2215,81,2,256.81,At-Risk,#BA7517
2216,240,1,71.68,New Customers,#7F77DD
2217,116,1,141.18,At-Risk,#BA7517
2219,279,1,180.54,New Customers,#7F77DD
2220,76,3,503.70000000000005,At-Risk,#BA7517
2221,116,2,160.94,At-Risk,#BA7517
2222,93,2,260.23,At-Risk,#BA7517
2223,209,3,368.35999999999996,New Customers,#7F77DD
2224,159,1,224.19,New Customers,#7F77DD
2225,8,4,760.11,At-Risk,#BA7517
2226,23,3,283.2,At-Risk,#BA7517
2228,184,3,853.0899999999999,New Customers,#7F77DD
2229,94,3,873.09,At-Risk,#BA7517
2230,18,1,76.89,At-Risk,#BA7517
2231,53,7,2133.0499999999997,At-Risk,#BA7517
2232,91,7,1008.46,At-Risk,#BA7517
2233,314,1,134.69,New Customers,#7F77DD
2234,17,1,54.86,At-Risk,#BA7517
2235,354,1,73.17,New Customers,#7F77DD
2237,11,1,105.62,At-Risk,#BA7517
2238,189,1,124.45,New Customers,#7F77DD
2239,36,2,248.39999999999998,At-Risk,#BA7517
2240,52,3,4203.214146443678,At-Risk,#BA7517
2241,283,1,355.82,New Customers,#7F77DD
2242,7,4,397.65,At-Risk,#BA7517
2243,63,3,466.24,At-Risk,#BA7517
2244,170,2,289.43,New Customers,#7F77DD
2245,138,4,256.89,New Customers,#7F77DD
2246,91,4,351.44,At-Risk,#BA7517
2247,136,4,755.24,New Customers,#7F77DD
2248,49,4,877.21,At-Risk,#BA7517
2249,23,6,1378.02,At-Risk,#BA7517
2250,11,2,249.48000000000002,At-Risk,#BA7517
2251,202,2,250.64999999999998,New Customers,#7F77DD
2252,12,2,680.6,At-Risk,#BA7517
2254,59,3,451.05999999999995,At-Risk,#BA7517
2255,32,2,273.01,At-Risk,#BA7517
2256,33,1,589.26,At-Risk,#BA7517
2257,29,7,1915.52,At-Risk,#BA7517
2258,3,2,619.59,At-Risk,#BA7517
2259,194,4,328.81,New Customers,#7F77DD
2260,139,3,439.59000000000003,New Customers,#7F77DD
2261,68,4,1296.21,At-Risk,#BA7517
2262,46,1,33.86,At-Risk,#BA7517
2263,100,4,839.02,At-Risk,#BA7517
2264,2,2,280.18,At-Risk,#BA7517
2265,114,1,249.36,At-Risk,#BA7517
2266,74,3,342.52,At-Risk,#BA7517
2267,154,3,866.4100000000001,New Customers,#7F77DD
2268,158,1,84.15,New Customers,#7F77DD
2269,84,1,142.44,At-Risk,#BA7517
2270,190,2,372.1,New Customers,#7F77DD
2271,151,3,909.29,New Customers,#7F77DD
2272,67,1,425.02,At-Risk,#BA7517
2273,21,6,964.66,At-Risk,#BA7517
2274,198,1,120.68,New Customers,#7F77DD
2275,9,4,266.68,At-Risk,#BA7517
2276,70,1,173.47,At-Risk,#BA7517
2277,133,1,112.98,New Customers,#7F77DD
2278,133,4,1296.98,At-Risk,#BA7517
2279,78,6,926.8199999999999,At-Risk,#BA7517
2280,15,19,3379.0,At-Risk,#BA7517
2281,130,3,251.81,At-Risk,#BA7517
2282,35,5,1147.47,At-Risk,#BA7517
2283,267,1,67.47,New Customers,#7F77DD
2284,187,3,373.37,New Customers,#7F77DD
2285,13,18,2330.98,At-Risk,#BA7517
2286,10,5,610.4,At-Risk,#BA7517
2287,76,4,1155.17,At-Risk,#BA7517
2288,91,2,344.21,At-Risk,#BA7517
2289,60,2,464.68,At-Risk,#BA7517
2290,143,4,797.95,New Customers,#7F77DD
2291,114,5,875.58,At-Risk,#BA7517
2292,26,2,301.46,At-Risk,#BA7517
2293,87,3,399.35,At-Risk,#BA7517
2294,134,3,356.65999999999997,New Customers,#7F77DD
2295,2,3,668.4566431067263,At-Risk,#BA7517
2296,177,1,83.62,New Customers,#7F77DD
2297,1,6,1507.21,At-Risk,#BA7517
2299,54,2,349.81,At-Risk,#BA7517
2300,141,2,701.04,New Customers,#7F77DD
2301,96,2,335.61,At-Risk,#BA7517
2302,142,2,522.03,New Customers,#7F77DD
2303,182,2,408.03999999999996,New Customers,#7F77DD
2305,203,1,267.42,New Customers,#7F77DD
2306,7,8,1661.3600000000001,At-Risk,#BA7517
2307,76,3,344.90999999999997,At-Risk,#BA7517
2308,18,3,565.2,At-Risk,#BA7517
2309,35,3,833.83,At-Risk,#BA7517
2310,151,2,340.86,New Customers,#7F77DD
2311,146,1,85.0,New Customers,#7F77DD
2312,276,2,430.79999999999995,New Customers,#7F77DD
2314,43,3,405.68,At-Risk,#BA7517
2316,222,1,41.58,New Customers,#7F77DD
2317,39,2,569.1,At-Risk,#BA7517
2318,74,2,706.7,At-Risk,#BA7517
2319,65,1,48.29,At-Risk,#BA7517
2321,40,3,211.45,At-Risk,#BA7517
2322,49,13,1925.64,At-Risk,#BA7517
2323,28,3,572.6700000000001,At-Risk,#BA7517
2325,27,2,433.54,At-Risk,#BA7517
2327,7,45,7696.83,At-Risk,#BA7517
2328,20,2,264.27,At-Risk,#BA7517
2329,33,6,4469.736430498377,At-Risk,#BA7517
2330,25,6,1129.47,At-Risk,#BA7517
2331,235,2,272.46999999999997,New Customers,#7F77DD
2332,4,6,1082.56,At-Risk,#BA7517
2333,4,4,542.9300000000001,At-Risk,#BA7517
2334,43,4,1002.1400000000001,At-Risk,#BA7517
2335,50,4,1267.53,At-Risk,#BA7517
2336,318,1,52.12,New Customers,#7F77DD
2337,239,2,148.32,New Customers,#7F77DD
2338,136,1,234.04,New Customers,#7F77DD
2339,78,2,616.87,At-Risk,#BA7517
2340,105,1,307.41,At-Risk,#BA7517
2341,54,3,308.61,At-Risk,#BA7517
2342,250,1,79.45,New Customers,#7F77DD
2343,240,1,51.4,New Customers,#7F77DD
2344,289,1,151.27,New Customers,#7F77DD
2345,267,1,79.64,New Customers,#7F77DD
2346,230,1,403.12,New Customers,#7F77DD
2347,1,2,164.28,At-Risk,#BA7517
2348,10,2,421.69,At-Risk,#BA7517
2349,278,1,146.01,New Customers,#7F77DD
2350,156,2,237.6,New Customers,#7F77DD
2351,163,1,444.44,New Customers,#7F77DD
2353,17,3,194.84,At-Risk,#BA7517
2356,364,1,82.82,New Customers,#7F77DD
2358,239,1,52.16,New Customers,#7F77DD
2359,1,3,310.83000000000004,At-Risk,#BA7517
2360,148,1,200.96,New Customers,#7F77DD
2361,12,5,1347.36,At-Risk,#BA7517
2362,90,2,278.08000000000004,At-Risk,#BA7517
2363,8,5,721.53,At-Risk,#BA7517
2364,61,2,226.88000000000002,At-Risk,#BA7517
2365,158,4,1465.0900000000001,New Customers,#7F77DD
2366,105,2,223.43,At-Risk,#BA7517
2367,11,2,379.79,At-Risk,#BA7517
2369,107,1,292.1,At-Risk,#BA7517
2371,97,4,535.71,At-Risk,#BA7517
2372,45,8,1250.51,At-Risk,#BA7517
2373,43,2,257.64,At-Risk,#BA7517
2374,149,1,638.05,New Customers,#7F77DD
2375,1,6,968.75,At-Risk,#BA7517
2376,161,1,863.1,New Customers,#7F77DD
2377,178,2,365.73,New Customers,#7F77DD
2378,248,1,80.51,New Customers,#7F77DD
2379,64,2,242.39999999999998,At-Risk,#BA7517
2380,38,6,885.85,At-Risk,#BA7517
2381,108,3,1204.5,At-Risk,#BA7517
2382,6,11,2202.13,At-Risk,#BA7517
2383,209,2,540.74,New Customers,#7F77DD
2384,27,1,46.22,At-Risk,#BA7517
2385,121,1,179.43,At-Risk,#BA7517
2386,184,3,774.79,New Customers,#7F77DD
2389,296,1,45.33,New Customers,#7F77DD
2390,169,1,68.24,New Customers,#7F77DD
2391,65,5,1236.3200000000002,At-Risk,#BA7517
2392,222,2,254.49,New Customers,#7F77DD
2393,333,1,199.36,New Customers,#7F77DD
2394,130,2,599.02,At-Risk,#BA7517
2396,87,2,626.5600000000001,At-Risk,#BA7517
2397,2,7,2058.32,At-Risk,#BA7517
2398,163,2,312.31,New Customers,#7F77DD
2399,332,1,127.86,New Customers,#7F77DD
2400,4,7,1440.94,At-Risk,#BA7517
2401,46,2,217.38,At-Risk,#BA7517
2404,64,1,217.47,At-Risk,#BA7517
2405,170,2,335.4,New Customers,#7F77DD
2407,78,2,665.14,At-Risk,#BA7517
2408,16,14,3621.24,At-Risk,#BA7517
2409,354,1,91.62,New Customers,#7F77DD
2411,32,5,409.22,At-Risk,#BA7517
2412,42,2,309.54,At-Risk,#BA7517
2413,103,1,264.45,At-Risk,#BA7517
2414,213,2,205.35000000000002,New Customers,#7F77DD
2415,21,1,242.24,At-Risk,#BA7517
2416,330,1,416.04,New Customers,#7F77DD
2417,164,1,192.25,New Customers,#7F77DD
2418,193,1,148.59,New Customers,#7F77DD
2419,161,2,288.42,New Customers,#7F77DD
2420,125,1,65.24,At-Risk,#BA7517
2421,59,2,164.92000000000002,At-Risk,#BA7517
2422,206,1,35.98,New Customers,#7F77DD
2423,365,1,127.26,New Customers,#7F77DD
2425,16,4,369.33,At-Risk,#BA7517
2426,1,32,5651.42,At-Risk,#BA7517
2427,85,2,424.37,At-Risk,#BA7517
2428,46,3,973.87,At-Risk,#BA7517
2429,83,2,122.02,At-Risk,#BA7517
2430,237,1,141.57,New Customers,#7F77DD
2432,48,6,1493.4,At-Risk,#BA7517
2433,34,4,666.14,At-Risk,#BA7517
2434,3,50,10050.69,At-Risk,#BA7517
2435,94,4,830.14,At-Risk,#BA7517
2437,158,1,92.98,New Customers,#7F77DD
2438,156,2,558.42,New Customers,#7F77DD
2439,17,3,337.55,At-Risk,#BA7517
2440,104,3,610.09,At-Risk,#BA7517
2441,201,2,759.0699999999999,New Customers,#7F77DD
2442,14,2,316.46,At-Risk,#BA7517
2443,80,4,650.07,At-Risk,#BA7517
2444,24,2,128.98000000000002,At-Risk,#BA7517
2445,109,2,511.54,At-Risk,#BA7517
2446,69,1,474.25,At-Risk,#BA7517
2447,155,1,514.96,New Customers,#7F77DD
2448,18,10,1916.6200000000001,At-Risk,#BA7517
2450,113,1,82.93,At-Risk,#BA7517
2452,181,1,65.34,New Customers,#7F77DD
2453,58,1,112.46,At-Risk,#BA7517
2454,38,9,1685.91,At-Risk,#BA7517
2455,35,6,3353.38,At-Risk,#BA7517
2456,126,3,420.0,At-Risk,#BA7517
2457,196,1,122.56,New Customers,#7F77DD
2458,74,2,691.11,At-Risk,#BA7517
2459,87,2,128.29000000000002,At-Risk,#BA7517
2460,210,1,229.04,New Customers,#7F77DD
2461,303,1,76.97,New Customers,#7F77DD
2462,42,1,237.79,At-Risk,#BA7517
2463,93,4,379.86,At-Risk,#BA7517
2464,62,5,1532.6299999999999,At-Risk,#BA7517
2465,125,3,548.9,At-Risk,#BA7517
2467,113,12,3386.61,At-Risk,#BA7517
2468,25,5,748.92,At-Risk,#BA7517
2469,45,1,107.05,At-Risk,#BA7517
2470,38,7,1968.4199999999998,At-Risk,#BA7517
2471,55,3,476.34999999999997,At-Risk,#BA7517
2472,22,5,1071.72,At-Risk,#BA7517
2473,41,4,754.8,At-Risk,#BA7517
2475,140,1,161.52,New Customers,#7F77DD
2476,15,15,2661.66,At-Risk,#BA7517
2477,149,2,242.68,New Customers,#7F77DD
2478,348,1,226.6,New Customers,#7F77DD
2480,110,2,223.15,At-Risk,#BA7517
2481,80,5,1514.97,At-Risk,#BA7517
2482,55,1,206.94,At-Risk,#BA7517
2483,257,1,487.55,New Customers,#7F77DD
2484,227,1,115.0,New Customers,#7F77DD
2485,151,1,192.08,New Customers,#7F77DD
2487,233,1,85.84,New Customers,#7F77DD
2488,23,3,319.83000000000004,At-Risk,#BA7517
2489,17,17,3222.36,At-Risk,#BA7517
2490,133,3,438.46999999999997,New Customers,#7F77DD
2491,64,1,181.23,At-Risk,#BA7517
2492,140,4,362.52,New Customers,#7F77DD
2493,169,2,760.98,New Customers,#7F77DD
2494,112,3,966.05,At-Risk,#BA7517
2496,205,2,1070.22,New Customers,#7F77DD
2498,11,17,3193.7200000000003,At-Risk,#BA7517
2499,197,3,371.17,New Customers,#7F77DD
2500,93,6,1528.07,At-Risk,#BA7517
2501,26,1,130.1,At-Risk,#BA7517
2503,14,6,1169.25,At-Risk,#BA7517
2505,27,8,1325.81,At-Risk,#BA7517
2506,272,1,132.16,New Customers,#7F77DD
2507,38,2,180.3,At-Risk,#BA7517
2508,63,7,1853.45,At-Risk,#BA7517
2509,222,1,135.17,New Customers,#7F77DD
2512,53,10,1658.21,At-Risk,#BA7517
2513,25,6,994.04,At-Risk,#BA7517
2514,126,4,943.3499999999999,At-Risk,#BA7517
2515,184,2,105.32,New Customers,#7F77DD
2516,7,3,190.25,At-Risk,#BA7517
2517,219,2,271.34000000000003,New Customers,#7F77DD
2518,63,6,1530.68,At-Risk,#BA7517
2519,17,3,366.49,At-Risk,#BA7517
2520,55,2,116.52000000000001,At-Risk,#BA7517
2521,89,1,132.46,At-Risk,#BA7517
2522,145,3,700.79,New Customers,#7F77DD
2523,287,1,267.76,New Customers,#7F77DD
2524,123,6,663.8000000000001,At-Risk,#BA7517
2525,158,1,219.13,New Customers,#7F77DD
2526,1,7,2253.76,At-Risk,#BA7517
2527,173,4,395.33000000000004,New Customers,#7F77DD
2529,82,3,402.6,At-Risk,#BA7517
2530,18,12,2651.1400000000003,At-Risk,#BA7517
2531,45,1,81.81,At-Risk,#BA7517
2532,77,4,608.3299999999999,At-Risk,#BA7517
2533,148,2,418.23,New Customers,#7F77DD
2534,162,1,238.68,New Customers,#7F77DD
2535,12,6,669.94,At-Risk,#BA7517
2537,11,5,691.67,At-Risk,#BA7517
2538,203,1,166.69,New Customers,#7F77DD
2539,233,2,159.49,New Customers,#7F77DD
2540,105,3,535.4200000000001,At-Risk,#BA7517
2541,100,2,305.17,At-Risk,#BA7517
2542,83,1,57.72,At-Risk,#BA7517
2543,48,3,494.27,At-Risk,#BA7517
2544,107,3,317.51,At-Risk,#BA7517
2545,203,1,219.24,New Customers,#7F77DD
2546,253,1,227.43,New Customers,#7F77DD
2547,315,1,323.56,New Customers,#7F77DD
2548,39,4,458.57,At-Risk,#BA7517
2549,85,2,413.94,At-Risk,#BA7517
2550,32,4,498.82,At-Risk,#BA7517
2551,25,5,434.94,At-Risk,#BA7517
2552,290,1,249.99,New Customers,#7F77DD
2553,12,3,181.97,At-Risk,#BA7517
2554,117,7,1303.4,At-Risk,#BA7517
2555,72,2,184.06,At-Risk,#BA7517
2556,212,2,404.31,New Customers,#7F77DD
2557,125,2,1324.66,At-Risk,#BA7517
2559,34,2,570.79,At-Risk,#BA7517
2560,119,1,42.99,At-Risk,#BA7517
2562,43,1,113.98,At-Risk,#BA7517
2563,132,2,744.5699999999999,New Customers,#7F77DD
2564,203,3,451.95,New Customers,#7F77DD
2565,6,5,717.89,At-Risk,#BA7517
2566,306,1,479.16,New Customers,#7F77DD
2567,115,2,227.28,At-Risk,#BA7517
2568,100,7,1493.22,At-Risk,#BA7517
2569,270,2,636.22,New Customers,#7F77DD
2570,178,2,754.5999999999999,New Customers,#7F77DD
2571,77,1,70.55,At-Risk,#BA7517
2572,186,7,3082.75,New Customers,#7F77DD
2574,22,5,1671.9900000000002,At-Risk,#BA7517
2575,54,17,2358.12,At-Risk,#BA7517
2576,57,3,816.65,At-Risk,#BA7517
2577,46,12,1529.05,At-Risk,#BA7517
2578,240,1,143.74,New Customers,#7F77DD
2579,209,1,183.93,New Customers,#7F77DD
2580,10,34,5559.63,At-Risk,#BA7517
2581,35,3,398.18,At-Risk,#BA7517
2582,119,1,337.88,At-Risk,#BA7517
2583,44,4,1322.61,At-Risk,#BA7517
2584,326,1,170.43,New Customers,#7F77DD
2585,23,4,801.72,At-Risk,#BA7517
2586,148,2,215.49,New Customers,#7F77DD
2587,7,4,952.3399999999999,At-Risk,#BA7517
2589,345,1,44.82,New Customers,#7F77DD
2590,22,2,135.76,At-Risk,#BA7517
2591,6,2,303.91,At-Risk,#BA7517
2592,122,1,184.27,At-Risk,#BA7517
2594,87,2,385.60999999999996,At-Risk,#BA7517
2595,46,6,1195.3899999999999,At-Risk,#BA7517
2596,84,2,344.83000000000004,At-Risk,#BA7517
2597,5,2,831.81,At-Risk,#BA7517
2598,47,15,2421.69,At-Risk,#BA7517
2599,219,2,260.28,New Customers,#7F77DD
2601,170,3,465.36,New Customers,#7F77DD
2602,208,3,286.87,New Customers,#7F77DD
2603,171,2,232.31,New Customers,#7F77DD
2604,43,1,400.55,At-Risk,#BA7517
2605,120,3,346.91,At-Risk,#BA7517
2606,186,1,590.48,New Customers,#7F77DD
2607,20,3,430.0,At-Risk,#BA7517
2608,99,2,275.8,At-Risk,#BA7517
2609,2,4,540.91,At-Risk,#BA7517
2610,95,2,765.22,At-Risk,#BA7517
2611,159,2,669.23,New Customers,#7F77DD
2612,233,1,65.37,New Customers,#7F77DD
2613,171,3,775.21,New Customers,#7F77DD
2614,4,19,4862.53,At-Risk,#BA7517
2615,22,12,2157.17,At-Risk,#BA7517
2616,126,2,142.01999999999998,At-Risk,#BA7517
2617,13,34,5981.52,At-Risk,#BA7517
2618,170,5,816.59,New Customers,#7F77DD
2619,223,1,88.29,New Customers,#7F77DD
2620,274,1,225.78,New Customers,#7F77DD
2621,98,2,438.16,At-Risk,#BA7517
2622,28,7,1088.39,At-Risk,#BA7517
2623,318,2,508.32,New Customers,#7F77DD
2624,87,1,207.67,At-Risk,#BA7517
2625,83,2,633.56,At-Risk,#BA7517
2626,40,16,2709.84,At-Risk,#BA7517
2627,248,2,739.84,New Customers,#7F77DD
2628,165,5,528.5300000000001,New Customers,#7F77DD
2630,66,2,262.07,At-Risk,#BA7517
2633,3,14,2827.83,At-Risk,#BA7517
2636,47,4,962.09,At-Risk,#BA7517
2637,230,1,232.65,New Customers,#7F77DD
2638,113,1,63.79,At-Risk,#BA7517
2639,56,1,77.29,At-Risk,#BA7517
2640,241,2,191.3,New Customers,#7F77DD
2642,125,3,469.75,At-Risk,#BA7517
2643,149,2,370.43999999999994,New Customers,#7F77DD
2644,81,6,638.3199999999999,At-Risk,#BA7517
2645,134,2,479.32,New Customers,#7F77DD
2646,83,3,980.9699999999999,At-Risk,#BA7517
2647,131,1,192.71,New Customers,#7F77DD
2648,85,1,929.12,At-Risk,#BA7517
2649,50,5,575.3199999999999,At-Risk,#BA7517
2650,252,1,142.44,New Customers,#7F77DD
2651,199,2,129.87,New Customers,#7F77DD
2652,15,3,409.86,At-Risk,#BA7517
2653,231,1,152.01,New Customers,#7F77DD
2654,235,1,418.44,New Customers,#7F77DD
2655,43,4,451.77,At-Risk,#BA7517
2656,199,2,211.17000000000002,New Customers,#7F77DD
2657,164,2,823.3962166712039,New Customers,#7F77DD
2658,112,1,201.83,At-Risk,#BA7517
2660,19,3,270.57,At-Risk,#BA7517
2661,16,3,679.47,At-Risk,#BA7517
2662,108,1,50.1,At-Risk,#BA7517
2663,214,1,115.73,New Customers,#7F77DD
2665,12,6,827.16,At-Risk,#BA7517
2666,252,1,108.3,New Customers,#7F77DD
2667,254,1,43.03,New Customers,#7F77DD
2669,103,4,758.53,At-Risk,#BA7517
2670,76,7,918.78,At-Risk,#BA7517
2671,41,3,1647.85,At-Risk,#BA7517
2672,17,15,3088.57,At-Risk,#BA7517
2673,43,2,3094.422972766551,At-Risk,#BA7517
2674,228,4,412.39000000000004,New Customers,#7F77DD
2675,181,2,289.22,New Customers,#7F77DD
2676,100,2,365.98,At-Risk,#BA7517
2677,93,5,555.15,At-Risk,#BA7517
2678,134,3,394.27,New Customers,#7F77DD
2679,6,3,1114.29,At-Risk,#BA7517
2680,33,4,731.64,At-Risk,#BA7517
2681,7,9,1649.71,At-Risk,#BA7517
2682,27,4,669.44,At-Risk,#BA7517
2683,133,2,576.54,New Customers,#7F77DD
2684,3,8,829.49,At-Risk,#BA7517
2685,52,8,3092.92,At-Risk,#BA7517
2686,10,3,590.4300000000001,At-Risk,#BA7517
2687,72,2,363.65,At-Risk,#BA7517
2688,4,3,350.56,At-Risk,#BA7517
2689,16,5,1008.8599999999999,At-Risk,#BA7517
2690,64,6,676.6,At-Risk,#BA7517
2691,92,3,487.27,At-Risk,#BA7517
2692,39,5,737.43,At-Risk,#BA7517
2693,280,2,412.28999999999996,New Customers,#7F77DD
2694,52,8,1232.1,At-Risk,#BA7517
2695,72,2,379.08000000000004,At-Risk,#BA7517
2696,86,4,585.7,At-Risk,#BA7517
2697,11,4,1027.18,At-Risk,#BA7517
2698,80,4,740.6400000000001,At-Risk,#BA7517
2699,29,4,1307.46,At-Risk,#BA7517
2700,96,7,8217.632677515378,At-Risk,#BA7517
2702,175,3,895.44,New Customers,#7F77DD
2703,133,2,227.44,New Customers,#7F77DD
2704,82,6,834.49,At-Risk,#BA7517
2705,194,1,243.9,New Customers,#7F77DD
2706,97,3,1184.8899999999999,At-Risk,#BA7517
2708,24,8,1260.58,At-Risk,#BA7517
2709,54,1,357.36,At-Risk,#BA7517
2710,125,2,524.81,At-Risk,#BA7517
2711,84,4,514.5600000000001,At-Risk,#BA7517
2712,327,1,68.12,New Customers,#7F77DD
2713,145,3,831.13,New Customers,#7F77DD
2714,253,2,197.36,New Customers,#7F77DD
2715,303,1,69.39,New Customers,#7F77DD
2716,2,21,4179.27,At-Risk,#BA7517
2717,117,2,141.3,At-Risk,#BA7517
2718,13,7,2787.19,At-Risk,#BA7517
2719,136,6,1715.39,At-Risk,#BA7517
2721,2,18,3067.18,At-Risk,#BA7517
2722,280,3,869.74,New Customers,#7F77DD
2723,33,2,477.52,At-Risk,#BA7517
2724,211,1,55.18,New Customers,#7F77DD
2725,80,2,429.99,At-Risk,#BA7517
2726,79,2,154.97,At-Risk,#BA7517
2727,24,4,363.43,At-Risk,#BA7517
2728,42,5,1188.48,At-Risk,#BA7517
2729,55,12,1454.25,At-Risk,#BA7517
2730,36,1,144.47,At-Risk,#BA7517
2731,68,2,968.19,At-Risk,#BA7517
2732,65,5,730.52,At-Risk,#BA7517
2733,69,2,153.23,At-Risk,#BA7517
2734,167,1,931.4,New Customers,#7F77DD
2735,255,1,113.5,New Customers,#7F77DD
2736,131,1,957.6,At-Risk,#BA7517
2737,170,4,530.86,New Customers,#7F77DD
2738,61,4,464.08,At-Risk,#BA7517
2739,259,1,41.27,New Customers,#7F77DD
2740,59,2,350.68,At-Risk,#BA7517
2741,81,1,270.84,At-Risk,#BA7517
2742,288,1,56.14,New Customers,#7F77DD
2743,40,6,891.22,At-Risk,#BA7517
2744,20,2,1034.6399999999999,At-Risk,#BA7517
2746,6,3,608.5,At-Risk,#BA7517
2747,3,3,777.23,At-Risk,#BA7517
2748,179,1,115.62,New Customers,#7F77DD
2749,118,3,252.7,At-Risk,#BA7517
2750,89,4,335.87,At-Risk,#BA7517
2751,151,1,115.24,New Customers,#7F77DD
2752,12,14,2524.36,At-Risk,#BA7517
2754,200,1,53.43,New Customers,#7F77DD
2755,12,4,1168.53,At-Risk,#BA7517
2756,44,4,792.0,At-Risk,#BA7517
2757,64,5,1077.75,At-Risk,#BA7517
2758,111,1,205.71,At-Risk,#BA7517
2759,8,18,2834.21,At-Risk,#BA7517
2761,4,4,890.24,At-Risk,#BA7517
2762,201,1,238.31,New Customers,#7F77DD
2763,305,1,107.82,New Customers,#7F77DD
2764,17,48,10907.744310808554,At-Risk,#BA7517
2765,50,1,49.38,At-Risk,#BA7517
2766,7,3,833.61,At-Risk,#BA7517
2767,109,3,467.2,At-Risk,#BA7517
2768,108,1,50.43,At-Risk,#BA7517
2769,130,1,896.05,At-Risk,#BA7517
2770,33,11,2184.44,At-Risk,#BA7517
2771,302,1,81.16,New Customers,#7F77DD
2772,59,4,690.3199999999999,At-Risk,#BA7517
2774,16,5,733.66,At-Risk,#BA7517
2775,200,1,89.03,New Customers,#7F77DD
2776,26,12,2736.46,At-Risk,#BA7517
2777,50,1,106.07,At-Risk,#BA7517
2778,15,4,1461.28,At-Risk,#BA7517
2779,95,2,480.98,At-Risk,#BA7517
2780,107,2,175.41,At-Risk,#BA7517
2781,149,1,184.6,New Customers,#7F77DD
2782,32,11,1520.07,At-Risk,#BA7517
2783,7,4,1099.78,At-Risk,#BA7517
2785,107,1,497.61,At-Risk,#BA7517
2786,67,3,501.55,At-Risk,#BA7517
2787,10,3,1290.35,At-Risk,#BA7517
2789,77,6,804.81,At-Risk,#BA7517
2790,235,2,312.03000000000003,New Customers,#7F77DD
2792,310,2,410.08000000000004,New Customers,#7F77DD
2793,144,1,276.72,New Customers,#7F77DD
2794,96,1,47.7,At-Risk,#BA7517
2795,21,3,729.94,At-Risk,#BA7517
2796,219,1,61.43,New Customers,#7F77DD
2797,270,4,917.51,New Customers,#7F77DD
2799,31,4,281.59,At-Risk,#BA7517
2800,59,8,1649.51,At-Risk,#BA7517
2801,59,2,562.0999999999999,At-Risk,#BA7517
2802,119,6,1224.6999999999998,At-Risk,#BA7517
2803,82,4,910.62,At-Risk,#BA7517
2804,5,7,953.91,At-Risk,#BA7517
2806,174,1,67.68,New Customers,#7F77DD
2807,221,1,216.88,New Customers,#7F77DD
2809,265,1,84.06,New Customers,#7F77DD
2810,4,2,518.43,At-Risk,#BA7517
2812,349,1,45.12,New Customers,#7F77DD
2813,16,6,969.05,At-Risk,#BA7517
2815,36,3,491.52,At-Risk,#BA7517
2817,1,9,1714.1100000000001,At-Risk,#BA7517
2818,12,16,3390.45,At-Risk,#BA7517
2819,80,2,104.55,At-Risk,#BA7517
2820,265,1,119.9,New Customers,#7F77DD
2821,13,2,672.55,At-Risk,#BA7517
2822,206,2,409.5,New Customers,#7F77DD
2823,175,3,165.89000000000001,New Customers,#7F77DD
2824,11,21,4963.49,At-Risk,#BA7517
2825,257,1,52.11,New Customers,#7F77DD
2826,3,2,237.81,At-Risk,#BA7517
2827,42,4,463.75,At-Risk,#BA7517
2828,204,1,378.02,New Customers,#7F77DD
2829,102,2,555.19,At-Risk,#BA7517
2831,255,1,56.98,New Customers,#7F77DD
2832,232,3,363.62,New Customers,#7F77DD
2833,28,4,935.8,At-Risk,#BA7517
2834,123,1,146.59,At-Risk,#BA7517
2835,32,8,1073.09,At-Risk,#BA7517
2836,123,2,328.90999999999997,At-Risk,#BA7517
2837,101,3,516.51,At-Risk,#BA7517
2838,186,1,86.8,New Customers,#7F77DD
2839,130,3,277.85,At-Risk,#BA7517
2840,86,2,169.67000000000002,At-Risk,#BA7517
2841,44,2,564.04,At-Risk,#BA7517
2842,230,1,299.72,New Customers,#7F77DD
2843,158,1,164.6,New Customers,#7F77DD
2844,65,4,638.91,At-Risk,#BA7517
2845,119,2,377.25,At-Risk,#BA7517
2846,102,4,827.54,At-Risk,#BA7517
